Call	Qso count	Bust count	Bust %	Nil count	Nil %	Caused nil count	Caused nil %	Nil + Caused nil %
NQ2U        	239	0	   0.0	0	   0.0	9	   3.8	   3.8
WB9HFK      	242	0	   0.0	1	   0.4	0	   0.0	   0.4
W1FM        	242	1	   0.4	1	   0.4	0	   0.0	   0.4
KC2MBV      	242	1	   0.4	1	   0.4	0	   0.0	   0.4
W8HCG       	248	1	   0.4	2	   0.8	1	   0.4	   1.2
W2SO        	253	1	   0.4	8	   3.2	6	   2.4	   5.5
WO4O        	257	1	   0.4	2	   0.8	1	   0.4	   1.2
NE8P        	261	0	   0.0	4	   1.5	1	   0.4	   1.9
K9PW        	262	0	   0.0	3	   1.1	0	   0.0	   1.1
AB2FN       	262	4	   1.5	1	   0.4	2	   0.8	   1.1
N1NQD       	269	1	   0.4	0	   0.0	2	   0.7	   0.7
KV2X        	269	23	   8.6	4	   1.5	4	   1.5	   3.0
VE3YT       	278	1	   0.4	3	   1.1	1	   0.4	   1.4
KM2O        	285	4	   1.4	2	   0.7	2	   0.7	   1.4
WA2DE       	286	0	   0.0	5	   1.7	1	   0.3	   2.1
K3GHH       	291	1	   0.3	3	   1.0	1	   0.3	   1.4
W2GDJ       	301	1	   0.3	9	   3.0	1	   0.3	   3.3
WA2NYY      	303	0	   0.0	2	   0.7	2	   0.7	   1.3
N5KW        	304	1	   0.3	4	   1.3	0	   0.0	   1.3
K5CM        	304	1	   0.3	2	   0.7	2	   0.7	   1.3
AC2XC       	312	0	   0.0	3	   1.0	1	   0.3	   1.3
W2LC        	314	0	   0.0	3	   1.0	1	   0.3	   1.3
WB2SIH      	315	0	   0.0	1	   0.3	4	   1.3	   1.6
N0HJZ       	325	1	   0.3	1	   0.3	1	   0.3	   0.6
N2B         	328	4	   1.2	4	   1.2	14	   4.3	   5.5
N3KTA       	332	1	   0.3	3	   0.9	3	   0.9	   1.8
AA3R        	336	4	   1.2	36	  10.7	6	   1.8	  12.5
N2SQW       	342	1	   0.3	4	   1.2	2	   0.6	   1.8
OM2VL       	389	0	   0.0	5	   1.3	0	   0.0	   1.3
WW2P        	390	1	   0.3	3	   0.8	4	   1.0	   1.8
WA2JQK      	392	12	   3.1	11	   2.8	4	   1.0	   3.8
KE2SD       	412	2	   0.5	6	   1.5	6	   1.5	   2.9
KC2KY       	416	1	   0.2	4	   1.0	9	   2.2	   3.1
N8II        	427	3	   0.7	5	   1.2	3	   0.7	   1.9
AB3CX       	434	2	   0.5	2	   0.5	6	   1.4	   1.8
W2GR        	451	1	   0.2	4	   0.9	2	   0.4	   1.3
NN2L        	492	5	   1.0	7	   1.4	1	   0.2	   1.6
WA2GOT      	505	4	   0.8	2	   0.4	6	   1.2	   1.6
KM2L        	512	5	   1.0	3	   0.6	7	   1.4	   2.0
N2RC        	515	3	   0.6	3	   0.6	0	   0.0	   0.6
KS2G        	537	2	   0.4	4	   0.7	2	   0.4	   1.1
NQ2W        	543	1	   0.2	2	   0.4	2	   0.4	   0.7
K2AL        	564	1	   0.2	7	   1.2	6	   1.1	   2.3
W2OW        	577	10	   1.7	6	   1.0	38	   6.6	   7.6
WB2JLR      	587	5	   0.9	3	   0.5	1	   0.2	   0.7
AA2ZW       	602	13	   2.2	14	   2.3	8	   1.3	   3.7
N2GA        	605	13	   2.1	5	   0.8	7	   1.2	   2.0
K2EAG       	623	6	   1.0	1	   0.2	7	   1.1	   1.3
W2CCC       	624	3	   0.5	11	   1.8	3	   0.5	   2.2
W2IG        	626	4	   0.6	4	   0.6	1	   0.2	   0.8
N2PA        	630	10	   1.6	4	   0.6	8	   1.3	   1.9
WB2AMN      	656	6	   0.9	12	   1.8	2	   0.3	   2.1
K2XA        	675	10	   1.5	0	   0.0	8	   1.2	   1.2
K2V         	675	6	   0.9	5	   0.7	21	   3.1	   3.9
W2TZ        	679	6	   0.9	7	   1.0	9	   1.3	   2.4
WA2DNI      	695	9	   1.3	2	   0.3	2	   0.3	   0.6
KR2AA       	704	2	   0.3	3	   0.4	9	   1.3	   1.7
K2QB        	717	11	   1.5	5	   0.7	8	   1.1	   1.8
K2ZR        	721	7	   1.0	5	   0.7	4	   0.6	   1.2
AH2O        	796	3	   0.4	3	   0.4	4	   0.5	   0.9
WA2QAU      	801	9	   1.1	3	   0.4	7	   0.9	   1.2
KD2EFR      	805	2	   0.2	3	   0.4	3	   0.4	   0.7
NM2A        	810	3	   0.4	4	   0.5	8	   1.0	   1.5
W2PJ        	841	2	   0.2	1	   0.1	5	   0.6	   0.7
KO8SCA      	875	4	   0.5	4	   0.5	3	   0.3	   0.8
K2NV        	876	2	   0.2	7	   0.8	5	   0.6	   1.4
K4RUM       	877	1	   0.1	6	   0.7	6	   0.7	   1.4
N2ZX        	900	5	   0.6	6	   0.7	2	   0.2	   0.9
K2SSS       	903	5	   0.6	6	   0.7	4	   0.4	   1.1
WW2Y        	923	9	   1.0	3	   0.3	4	   0.4	   0.8
W2TB        	951	5	   0.5	7	   0.7	8	   0.8	   1.6
N2PP        	1013	3	   0.3	9	   0.9	6	   0.6	   1.5
W2M         	1032	6	   0.6	3	   0.3	9	   0.9	   1.2
K2Q         	1037	6	   0.6	11	   1.1	32	   3.1	   4.1
N2MF        	1038	9	   0.9	5	   0.5	8	   0.8	   1.3
KX2NY       	1087	13	   1.2	10	   0.9	11	   1.0	   1.9
WA2CP       	1091	2	   0.2	9	   0.8	3	   0.3	   1.1
W2FU        	1452	10	   0.7	11	   0.8	11	   0.8	   1.5
K2A         	1485	3	   0.2	0	   0.0	36	   2.4	   2.4
N2T         	1520	8	   0.5	5	   0.3	22	   1.4	   1.8
N2CU        	1596	6	   0.4	4	   0.3	26	   1.6	   1.9
N2Y         	2662	29	   1.1	4	   0.2	25	   0.9	   1.1
